date,Open,High,Low,Close,Adj Close,Volume
1/3/23,16688.84766,16760.44727,16622.37109,16679.85742,16679.85742,13903079207
1/4/23,16680.20508,16964.58594,16667.76367,16863.23828,16863.23828,18421743322
1/5/23,16863.47266,16884.02148,16790.2832,16836.73633,16836.73633,13692758566
1/6/23,16836.47266,16991.99414,16716.42188,16951.96875,16951.96875,14413662913
1/7/23,16952.11719,16975.01758,16914.19141,16955.07813,16955.07813,7714767174
1/8/23,16954.14648,17091.14453,16924.05078,17091.14453,17091.14453,9768827914
1/9/23,17093.99219,17389.95703,17093.99219,17196.55469,17196.55469,18624736866
1/10/23,17192.94922,17484.7207,17162.99023,17446.29297,17446.29297,15808338949
1/11/23,17446.35938,17934.89648,17337.99414,17934.89648,17934.89648,18372283782
1/12/23,18117.59375,19030.08789,17995.20313,18869.58789,18869.58789,34971338710
1/13/23,18868.90625,19964.32227,18753.16406,19909.57422,19909.57422,29225029694
1/14/23,19910.53711,21075.14258,19907.82813,20976.29883,20976.29883,38967784639
1/15/23,20977.48438,20993.74805,20606.98633,20880.79883,20880.79883,19298407543
1/16/23,20882.22461,21360.875,20715.74609,21169.63281,21169.63281,26792494050
1/17/23,21175.83398,21438.66016,20978.5332,21161.51953,21161.51953,24999983362
1/18/23,21161.05078,21564.50195,20541.54492,20688.78125,20688.78125,30005625418
1/19/23,20686.74609,21163.01172,20685.38086,21086.79297,21086.79297,21152848261
1/20/23,21085.37305,22692.35742,20919.12695,22676.55273,22676.55273,28799154319
1/21/23,22677.42773,23282.34766,22511.83398,22777.625,22777.625,32442278429
1/22/23,22777.98633,23056.73047,22387.90039,22720.41602,22720.41602,24746386230
1/23/23,22721.08789,23126.48633,22654.30469,22934.43164,22934.43164,26518700512
1/24/23,22929.62695,23134.01172,22549.74414,22636.46875,22636.46875,26405069715
1/25/23,22639.26758,23722.09961,22406.07617,23117.85938,23117.85938,30685366709
1/26/23,23108.95508,23237.07813,22911.37305,23032.77734,23032.77734,26357839322
1/27/23,23030.7168,23417.7207,22654.59375,23078.72852,23078.72852,25383335641
1/28/23,23079.96484,23165.89648,22908.8457,23031.08984,23031.08984,14712928379
1/29/23,23031.44922,23919.89063,22985.07031,23774.56641,23774.56641,27423687259
1/30/23,23774.64844,23789.34766,22657.58203,22840.13867,22840.13867,27205595568
1/31/23,22840.79688,23225.02148,22765.56836,23139.2832,23139.2832,22837828665
2/1/23,23137.83594,23764.53906,22877.75,23723.76953,23723.76953,26683255504
2/2/23,23720.82422,24167.21094,23468.5957,23471.87109,23471.87109,32066936882
2/3/23,23469.41211,23678.10352,23279.95508,23449.32227,23449.32227,27083066007
2/4/23,23446.32031,23556.94922,23291.79492,23331.84766,23331.84766,15639298538
2/5/23,23332.24805,23423.43555,22841.75977,22955.66602,22955.66602,19564262605
2/6/23,22954.02148,23119.2793,22692.02539,22760.10938,22760.10938,23825006542
2/7/23,22757.26758,23310.97461,22756.25781,23264.29102,23264.29102,27187964471
2/8/23,23263.41602,23367.95898,22731.09766,22939.39844,22939.39844,25371367758
2/9/23,22946.56641,22996.4375,21773.97461,21819.03906,21819.03906,32572572185
2/10/23,21819.00586,21941.18555,21539.39258,21651.18359,21651.18359,27078406594
2/11/23,21651.8418,21891.41016,21618.44922,21870.875,21870.875,16356226232
2/12/23,21870.90234,22060.99414,21682.82813,21788.20313,21788.20313,17821046406
2/13/23,21787,21898.41406,21460.08789,21808.10156,21808.10156,23918742607
2/14/23,21801.82227,22293.14063,21632.39453,22220.80469,22220.80469,26792596581
2/15/23,22220.58594,24307.8418,22082.76953,24307.8418,24307.8418,32483312909
2/16/23,24307.34961,25134.11719,23602.52344,23623.47461,23623.47461,39316664596
2/17/23,23621.2832,24924.04102,23460.75586,24565.60156,24565.60156,41358451255
2/18/23,24565.29688,24798.83594,24468.37305,24641.27734,24641.27734,19625427158
2/19/23,24640.02734,25093.05469,24327.64258,24327.64258,24327.64258,25555105670
2/20/23,24336.62305,25020.45898,23927.91016,24829.14844,24829.14844,28987376573
2/21/23,24833.04883,25126.85156,24200.36328,24436.35352,24436.35352,31252098714
2/22/23,24437.41797,24472.33984,23644.31836,24188.84375,24188.84375,30199996781
2/23/23,24190.71875,24572.08984,23693.91992,23947.49219,23947.49219,30476264066
2/24/23,23946.00781,24103.70508,23007.07227,23198.12695,23198.12695,26811744928
2/25/23,23200.125,23210.21094,22861.55859,23175.375,23175.375,16100721565
2/26/23,23174.15039,23654.36719,23084.2207,23561.21289,23561.21289,16644534842
2/27/23,23561.45117,23857.89063,23205.87891,23522.87109,23522.87109,22660763494
2/28/23,23521.83789,23585.38477,23077.65039,23147.35352,23147.35352,20535363434
3/1/23,23150.92969,23880.63281,23088.62695,23646.55078,23646.55078,24662841200
3/2/23,23647.01953,23739.13867,23245.02148,23475.4668,23475.4668,20386398516
3/3/23,23476.63281,23479.34766,22213.23828,22362.67969,22362.67969,26062404610
3/4/23,22362.92383,22405.17773,22198.98047,22353.34961,22353.34961,11166012913
3/5/23,22354.14453,22613.68555,22307.14258,22435.51367,22435.51367,13317001733
3/6/23,22436.81641,22584.29297,22331.31445,22429.75781,22429.75781,17353192895
3/7/23,22428.32227,22527.41797,22011.26172,22219.76953,22219.76953,22765452204
3/8/23,22216.44141,22268.89648,21708.05078,21718.08008,21718.08008,22536575684
3/9/23,21720.08008,21802.7168,20210.30664,20363.02148,20363.02148,30364664171
3/10/23,20367.00195,20370.5957,19628.25391,20187.24414,20187.24414,39578257695
3/11/23,20187.87695,20792.52539,20068.66016,20632.41016,20632.41016,30180288176
3/12/23,20628.0293,22185.03125,20448.80664,22163.94922,22163.94922,29279035521
3/13/23,22156.40625,24550.83789,21918.19922,24197.5332,24197.5332,49466362688
3/14/23,24201.76563,26514.7168,24081.18359,24746.07422,24746.07422,54622230164
3/15/23,24770.92578,25240.61523,23964.91016,24375.96094,24375.96094,43655701450
3/16/23,24373.45703,25190.32617,24225.11133,25052.78906,25052.78906,33866061747
3/17/23,25055.12305,27787.8125,24955.16992,27423.92969,27423.92969,50730261335
3/18/23,27448.11719,27725.95313,26636.26172,26965.87891,26965.87891,35723036817
3/19/23,26969.50391,28440.56055,26907.7168,28038.67578,28038.67578,37769448859
3/20/23,28041.60156,28527.72461,27242.88086,27767.23633,27767.23633,44774027664
3/21/23,27768.39258,28439.5625,27439.64648,28175.81641,28175.81641,36102192830
3/22/23,28158.7207,28803.33594,26759.99609,27307.4375,27307.4375,33382021890
3/23/23,27301.95703,28729.84375,27183.36328,28333.97266,28333.97266,24220433689
3/24/23,28324.11133,28388.4375,27039.26563,27493.28516,27493.28516,25980310960
3/25/23,27487.33789,27791.82617,27196.23438,27494.70703,27494.70703,13383005987
3/26/23,27495.52344,28178.14453,27445.04688,27994.33008,27994.33008,13878363192
3/27/23,27994.06836,28037.92578,26606.68945,27139.88867,27139.88867,18188895178
3/28/23,27132.88867,27460.71875,26677.81836,27268.13086,27268.13086,17783600385
3/29/23,27267.03125,28619.54297,27259.66211,28348.44141,28348.44141,20684945906
3/30/23,28350.14063,29159.90234,27720.16016,28033.5625,28033.5625,22435349951
3/31/23,28032.26172,28639.89648,27583.71484,28478.48438,28478.48438,19001327598
4/1/23,28473.33203,28802.45703,28297.17188,28411.03516,28411.03516,10876469901
4/2/23,28462.8457,28518.95898,27884.08789,28199.30859,28199.30859,12284641999
4/3/23,28183.08008,28475.62305,27276.7207,27790.2207,27790.2207,19556501327
4/4/23,27795.27344,28433.74219,27681.30469,28168.08984,28168.08984,15284538859
4/5/23,28169.72656,28739.23828,27843.76367,28177.98438,28177.98438,17052315986
4/6/23,28175.22656,28178.38477,27738.75977,28044.14063,28044.14063,13837809380
4/7/23,28038.9668,28111.59375,27794.03125,27925.85938,27925.85938,10861680497
4/8/23,27920.51367,28159.86328,27883.38672,27947.79492,27947.79492,9373255556
4/9/23,27952.36719,28532.83008,27828.48047,28333.05078,28333.05078,12175322951
4/10/23,28336.02734,29771.46484,28189.27148,29652.98047,29652.98047,19282400094
4/11/23,29653.67969,30509.08398,29609.30078,30235.05859,30235.05859,20121259843
4/12/23,30231.58203,30462.48047,29725.57422,30139.05273,30139.05273,18651929926
4/13/23,29892.74023,30539.8457,29878.62305,30399.06641,30399.06641,17487721001
4/14/23,30409.5625,31005.60742,30044.49805,30485.69922,30485.69922,22659995079
4/15/23,30490.75,30601.74023,30245.88281,30318.49609,30318.49609,11940685378
4/16/23,30315.97656,30555.53711,30157.83203,30315.35547,30315.35547,12854816417
4/17/23,30317.14648,30319.19727,29275.37109,29445.04492,29445.04492,17872186762
4/18/23,29449.0918,30470.30273,29154.84961,30397.55273,30397.55273,19480529496
4/19/23,30394.1875,30411.05469,28669.89844,28822.67969,28822.67969,24571565421
4/20/23,28823.68359,29076.40039,28037.25781,28245.98828,28245.98828,21340360360
4/21/23,28249.23047,28349.96875,27177.36523,27276.91016,27276.91016,20759504330
4/22/23,27265.89453,27872.14258,27169.57031,27817.5,27817.5,13125734602
4/23/23,27816.14453,27820.24414,27400.31445,27591.38477,27591.38477,12785446832
4/24/23,27591.73047,27979.98242,27070.84961,27525.33984,27525.33984,17703288330
4/25/23,27514.87305,28371.07813,27207.93164,28307.59766,28307.59766,17733373139
4/26/23,28300.05859,29995.83789,27324.54883,28422.70117,28422.70117,31854242019
4/27/23,28428.46484,29871.54688,28402.88672,29473.78711,29473.78711,27153445027
4/28/23,29481.01367,29572.79102,28929.60938,29340.26172,29340.26172,17544464887
4/29/23,29336.56641,29452.45508,29088.04297,29248.48828,29248.48828,10662634333
4/30/23,29245.51563,29952.0293,29114.02148,29268.80664,29268.80664,14652199272
5/1/23,29227.10352,29329.93555,27680.79297,28091.56836,28091.56836,18655599976
5/2/23,28087.17578,28881.29883,27924.12305,28680.53711,28680.53711,16432924527
5/3/23,28680.49414,29259.5332,28178.38867,29006.30859,29006.30859,19122972518
5/4/23,29031.30469,29353.18555,28694.03906,28847.71094,28847.71094,15548678514
5/5/23,28851.48047,29668.9082,28845.50977,29534.38477,29534.38477,17936566518
5/6/23,29538.85938,29820.12695,28468.9668,28904.62305,28904.62305,15913866714
5/7/23,28901.62305,29157.51758,28441.36719,28454.97852,28454.97852,11301355486
5/8/23,28450.45703,28663.27148,27310.13477,27694.27344,27694.27344,19122903752
5/9/23,27695.06836,27821.40039,27375.60156,27658.77539,27658.77539,14128593256
5/10/23,27654.63672,28322.6875,26883.66992,27621.75586,27621.75586,20656025026
5/11/23,27621.08594,27621.94141,26781.82617,27000.78906,27000.78906,16724343943
5/12/23,26987.66211,27055.64648,25878.42969,26804.99023,26804.99023,19313599897
5/13/23,26807.76953,27030.48242,26710.87305,26784.07813,26784.07813,9999171605
5/14/23,26788.97461,27150.97656,26661.35547,26930.63867,26930.63867,10014858959
5/15/23,26931.38477,27646.34766,26766.09766,27192.69336,27192.69336,14413231792
5/16/23,27171.51367,27299.30469,26878.94727,27036.65039,27036.65039,12732238816
5/17/23,27035.4707,27465.92773,26600.14453,27398.80273,27398.80273,15140006925
5/18/23,27401.65039,27466.52734,26415.10156,26832.20898,26832.20898,15222938600
5/19/23,26826.75391,27128.61914,26700.21094,26890.12891,26890.12891,11258983301
5/20/23,26888.8418,27155.1582,26843.27734,27129.58594,27129.58594,7044911360
5/21/23,27118.42383,27265.91797,26706.92188,26753.82617,26753.82617,8647416921
5/22/23,26749.89258,27045.73438,26549.73438,26851.27734,26851.27734,11056770492
5/23/23,26855.96094,27434.68359,26816.17969,27225.72656,27225.72656,13697203143
5/24/23,27224.60352,27224.60352,26106.57617,26334.81836,26334.81836,16299104428
5/25/23,26329.46094,26591.51953,25890.59375,26476.20703,26476.20703,13851122697
5/26/23,26474.18164,26916.66992,26343.94922,26719.29102,26719.29102,12711619225
5/27/23,26720.18164,26888.88281,26621.14063,26868.35352,26868.35352,7892015141
5/28/23,26871.1582,28193.44922,26802.75195,28085.64648,28085.64648,14545229578
5/29/23,28075.5918,28432.03906,27563.87695,27745.88477,27745.88477,15181308984
5/30/23,27745.12305,28044.75977,27588.50195,27702.34961,27702.34961,13251081851
5/31/23,27700.5293,27831.67773,26866.45313,27219.6582,27219.6582,15656371534
6/1/23,27218.41211,27346.10547,26671.7207,26819.97266,26819.97266,14678970415
6/2/23,26824.55664,27303.86133,26574.64453,27249.58984,27249.58984,14837415000
6/3/23,27252.32422,27317.05273,26958.00391,27075.12891,27075.12891,8385597470
6/4/23,27075.12305,27407.01953,26968.22461,27119.06641,27119.06641,9360912318
6/5/23,27123.10938,27129.98242,25445.16797,25760.09766,25760.09766,21513292646
6/6/23,25732.10938,27313.82031,25434.86719,27238.7832,27238.7832,21929670693
6/7/23,27235.65039,27332.18164,26146.98828,26345.99805,26345.99805,19530045082
6/8/23,26347.6543,26797.51367,26246.66406,26508.2168,26508.2168,11904824295
6/9/23,26505.92383,26770.28906,26339.31445,26480.375,26480.375,11015551640
6/10/23,26481.76172,26531.04492,25501.83594,25851.24023,25851.24023,19872933189
6/11/23,25854.03125,26203.43945,25668.98633,25940.16797,25940.16797,10732609603
6/12/23,25934.28516,26087.91992,25675.19727,25902.5,25902.5,11677889997
6/13/23,25902.94141,26376.35156,25728.36523,25918.72852,25918.72852,14143474486
6/14/23,25920.25781,26041.80078,24902.15234,25124.67578,25124.67578,14265717766
6/15/23,25121.67383,25735.30859,24797.16797,25576.39453,25576.39453,15837384409
6/16/23,25575.2832,26463.17383,25245.35742,26327.46289,26327.46289,16324646965
6/17/23,26328.67969,26769.39453,26174.49219,26510.67578,26510.67578,11090276850
6/18/23,26510.45703,26675.92578,26325.89063,26336.21289,26336.21289,9565695129
6/19/23,26335.44141,26984.61133,26312.83203,26851.0293,26851.0293,12826986222
6/20/23,26841.66406,28388.96875,26668.79102,28327.48828,28327.48828,22211859147
6/21/23,28311.31055,30737.33008,28283.41016,30027.29688,30027.29688,33346760979
6/22/23,29995.93555,30495.99805,29679.1582,29912.28125,29912.28125,20653160491
6/23/23,29896.38281,31389.53906,29845.21484,30695.46875,30695.46875,24115570085
6/24/23,30708.73828,30804.14844,30290.14648,30548.69531,30548.69531,12147822496
6/25/23,30545.15039,31041.27148,30327.94336,30480.26172,30480.26172,12703464114
6/26/23,30480.52344,30636.0293,29955.74414,30271.13086,30271.13086,16493186997
6/27/23,30274.32031,31006.78711,30236.65039,30688.16406,30688.16406,16428827944
6/28/23,30696.56055,30703.2793,29921.82227,30086.24609,30086.24609,14571500779
6/29/23,30086.1875,30796.25,30057.20313,30445.35156,30445.35156,13180860821
6/30/23,30441.35352,31256.86328,29600.27539,30477.25195,30477.25195,26387306197
7/1/23,30471.84766,30641.28906,30328.86523,30590.07813,30590.07813,9086606733
7/2/23,30587.26953,30766.14063,30264.01953,30620.76953,30620.76953,10533418042
7/3/23,30624.51563,31375.61328,30586.51367,31156.43945,31156.43945,15271884873
7/4/23,31156.86523,31325.19727,30659.35547,30777.58203,30777.58203,12810828427
7/5/23,30778.72461,30877.33008,30225.61328,30514.16602,30514.16602,12481622280
7/6/23,30507.15039,31460.05273,29892.22656,29909.33789,29909.33789,21129219509
7/7/23,29907.99805,30434.64453,29777.28516,30342.26563,30342.26563,13384770155
7/8/23,30346.92188,30374.4375,30080.16016,30292.54102,30292.54102,7509378699
7/9/23,30291.61133,30427.58984,30085.5918,30171.23438,30171.23438,7903327692
7/10/23,30172.42383,31026.08398,29985.39453,30414.4707,30414.4707,14828209155
7/11/23,30417.63281,30788.31445,30358.09766,30620.95117,30620.95117,12151839152
7/12/23,30622.24609,30959.96484,30228.83594,30391.64648,30391.64648,14805659717
7/13/23,30387.48828,31814.51563,30268.35156,31476.04883,31476.04883,23686079548
7/14/23,31474.7207,31582.25391,29966.38672,30334.06836,30334.06836,20917902660
7/15/23,30331.7832,30407.78125,30263.46289,30295.80664,30295.80664,8011667756
7/16/23,30297.47266,30437.56055,30089.66992,30249.13281,30249.13281,8516564470
7/17/23,30249.62695,30336.40039,29685.7832,30145.88867,30145.88867,13240156074
7/18/23,30147.07031,30233.65625,29556.42773,29856.5625,29856.5625,13138897269
7/19/23,29862.04688,30184.18164,29794.26953,29913.92383,29913.92383,12128602812
7/20/23,29915.25,30195.53125,29638.0957,29792.01563,29792.01563,14655207121
7/21/23,29805.11133,30045.99805,29733.85156,29908.74414,29908.74414,10972789818
7/22/23,29908.69727,29991.61523,29664.12109,29771.80273,29771.80273,7873300598
7/23/23,29790.11133,30330.64063,29741.52734,30084.53906,30084.53906,9220145050
7/24/23,30081.66211,30093.39453,28934.29492,29176.91602,29176.91602,15395817395
7/25/23,29178.9707,29353.16016,29062.43359,29227.39063,29227.39063,10266772793
7/26/23,29225.75977,29675.55273,29113.91211,29354.97266,29354.97266,13497554655
7/27/23,29353.79883,29560.9668,29099.35156,29210.68945,29210.68945,10770779217
7/28/23,29212.16406,29521.51367,29125.8457,29319.24609,29319.24609,11218474952
7/29/23,29319.44531,29396.84375,29264.16602,29356.91797,29356.91797,6481775959
7/30/23,29357.09375,29443.16992,29059.50195,29275.30859,29275.30859,8678454527
7/31/23,29278.31445,29489.87305,29131.57813,29230.11133,29230.11133,11656781982
8/1/23,29230.87305,29675.73242,28657.02344,29675.73242,29675.73242,18272392391
8/2/23,29704.14648,29987.99805,28946.50977,29151.95898,29151.95898,19212655598
8/3/23,29161.8125,29375.70703,28959.48828,29178.67969,29178.67969,12780357746
8/4/23,29174.38281,29302.07813,28885.33594,29074.0918,29074.0918,12036639988
8/5/23,29075.38867,29102.46484,28957.79688,29042.12695,29042.12695,6598366353
8/6/23,29043.70117,29160.82227,28963.83398,29041.85547,29041.85547,7269806994
8/7/23,29038.51367,29244.28125,28724.14063,29180.57813,29180.57813,13618163710
8/8/23,29180.01953,30176.79688,29113.81445,29765.49219,29765.49219,17570561357
8/9/23,29766.69531,30093.43555,29376.80078,29561.49414,29561.49414,18379521213
8/10/23,29563.97266,29688.56445,29354.44727,29429.5918,29429.5918,11865344789
8/11/23,29424.90234,29517.77344,29253.51758,29397.71484,29397.71484,10195168197
8/12/23,29399.78711,29465.11328,29357.58789,29415.96484,29415.96484,6194358008
8/13/23,29416.59375,29441.43359,29265.80664,29282.91406,29282.91406,7329897180
8/14/23,29283.26367,29660.25391,29124.10547,29408.44336,29408.44336,14013695304
8/15/23,29408.04883,29439.12109,29088.85352,29170.34766,29170.34766,12640195779
8/16/23,29169.07422,29221.97656,28701.7793,28701.7793,28701.7793,14949271904
8/17/23,28699.80273,28745.94727,25409.11133,26664.55078,26664.55078,31120851211
8/18/23,26636.07813,26808.19531,25668.92188,26049.55664,26049.55664,24026236529
8/19/23,26047.83203,26249.44922,25802.4082,26096.20508,26096.20508,10631443812
8/20/23,26096.86133,26260.68164,26004.31445,26189.58398,26189.58398,9036580420
8/21/23,26188.69141,26220.20117,25846.08789,26124.14063,26124.14063,13371557893
8/22/23,26130.74805,26135.50781,25520.72852,26031.65625,26031.65625,14503820706
8/23/23,26040.47461,26786.89844,25804.99805,26431.64063,26431.64063,16985265785
8/24/23,26431.51953,26554.91016,25914.92578,26162.37305,26162.37305,12871532023
8/25/23,26163.67969,26248.10352,25786.8125,26047.66797,26047.66797,12406045118
8/26/23,26047.23438,26107.38477,25983.87891,26008.46289,26008.46289,6034817316
8/27/23,26008.24219,26165.37305,25965.09766,26089.69336,26089.69336,6913768611
8/28/23,26089.61523,26198.57813,25880.59961,26106.15039,26106.15039,11002805166
8/29/23,26102.48633,28089.33789,25912.62891,27727.39258,27727.39258,29368391712
8/30/23,27726.08398,27760.16016,27069.20703,27297.26563,27297.26563,16343655235
8/31/23,27301.92969,27456.07813,25752.92969,25931.47266,25931.47266,20181001451
9/1/23,25934.02148,26125.86914,25362.60938,25800.72461,25800.72461,17202862221
9/2/23,25800.91016,25970.28516,25753.09375,25868.79883,25868.79883,10100387473
9/3/23,25869.47266,26087.14844,25817.03125,25969.56641,25969.56641,8962524523
9/4/23,25968.16992,26081.52539,25657.02539,25812.41602,25812.41602,10680635106
9/5/23,25814.95703,25858.375,25589.98828,25779.98242,25779.98242,11094740040
9/6/23,25783.93164,25953.01563,25404.35938,25753.23633,25753.23633,12752705327
9/7/23,25748.3125,26409.30273,25608.20117,26240.19531,26240.19531,11088307100
9/8/23,26245.20898,26414.00586,25677.48047,25905.6543,25905.6543,10817356400
9/9/23,25905.42578,25921.97656,25810.49414,25895.67773,25895.67773,5481314132
9/10/23,25895.21094,25978.13086,25640.26172,25832.22656,25832.22656,7899553047
9/11/23,25831.71484,25883.94727,24930.29688,25162.6543,25162.6543,14600006467
9/12/23,25160.6582,26451.93945,25133.07813,25833.34375,25833.34375,18657279324
9/13/23,25837.55469,26376.11328,25781.12305,26228.32422,26228.32422,13072077070
9/14/23,26228.27734,26774.62305,26171.45117,26539.67383,26539.67383,13811359124
9/15/23,26533.81836,26840.49805,26240.70117,26608.69336,26608.69336,11479735788
9/16/23,26606.19922,26754.76953,26473.89063,26568.28125,26568.28125,7402031417
9/17/23,26567.92773,26617.99805,26445.07422,26534.1875,26534.1875,6774210670
9/18/23,26532.99414,27414.73438,26415.51563,26754.28125,26754.28125,15615339655
9/19/23,26760.85156,27488.76367,26681.60547,27211.11719,27211.11719,13807690550
9/20/23,27210.22852,27379.50586,26864.08203,27132.00781,27132.00781,13281116604
9/21/23,27129.83984,27152.93945,26389.30078,26567.63281,26567.63281,13371443708
9/22/23,26564.05664,26726.07813,26495.5332,26579.56836,26579.56836,10578746709
9/23/23,26578.55664,26634.18555,26520.51953,26579.39063,26579.39063,7404700301
9/24/23,26579.37305,26716.05859,26221.05078,26256.82617,26256.82617,8192867686
9/25/23,26253.77539,26421.50781,26011.46875,26298.48047,26298.48047,11997833257
9/26/23,26294.75781,26389.88477,26090.71289,26217.25,26217.25,9985498161
9/27/23,26209.49805,26817.8418,26111.46484,26352.7168,26352.7168,11718380997
9/28/23,26355.8125,27259.5,26327.32227,27021.54688,27021.54688,14079002707
9/29/23,27024.8418,27225.9375,26721.76367,26911.7207,26911.7207,10396435377
9/30/23,26911.68945,27091.79492,26888.96875,26967.91602,26967.91602,5331172801
10/1/23,26967.39648,28047.23828,26965.09375,27983.75,27983.75,9503917434
10/2/23,27976.79883,28494.45898,27347.78711,27530.78516,27530.78516,19793041322
10/3/23,27508.25195,27667.19141,27216.00195,27429.97852,27429.97852,11407814187
10/4/23,27429.07422,27826.6582,27248.10547,27799.39453,27799.39453,11143355314
10/5/23,27798.64648,28091.86133,27375.60156,27415.91211,27415.91211,11877253670
10/6/23,27412.12305,28252.53711,27215.55273,27946.59766,27946.59766,13492391599
10/7/23,27946.78125,28028.0918,27870.42383,27968.83984,27968.83984,6553044316
10/8/23,27971.67773,28102.16992,27740.66211,27935.08984,27935.08984,7916875290
10/9/23,27934.47266,27989.4707,27302.5625,27583.67773,27583.67773,12007668568
10/10/23,27589.20117,27715.84766,27301.6543,27391.01953,27391.01953,9973350678
10/11/23,27392.07617,27474.11523,26561.09961,26873.32031,26873.32031,13648094333
10/12/23,26873.29297,26921.43945,26558.32031,26756.79883,26756.79883,9392909295
10/13/23,26752.87891,27092.69727,26686.32227,26862.375,26862.375,15165312851
10/14/23,26866.20313,26969,26814.58594,26861.70703,26861.70703,5388116782
10/15/23,26858.01172,27289.16992,26817.89453,27159.65234,27159.65234,7098201980
10/16/23,27162.62891,29448.13867,27130.47266,28519.4668,28519.4668,27833876539
10/17/23,28522.09766,28618.75195,28110.18555,28415.74805,28415.74805,14872527508
10/18/23,28413.53125,28889.00977,28174.25195,28328.3418,28328.3418,12724128586
10/19/23,28332.41602,28892.47461,28177.98828,28719.80664,28719.80664,14448058195
10/20/23,28732.8125,30104.08594,28601.66992,29682.94922,29682.94922,21536125230
10/21/23,29683.38086,30287.48242,29481.75195,29918.41211,29918.41211,11541146996
10/22/23,29918.6543,30199.43359,29720.3125,29993.89648,29993.89648,10446520040
10/23/23,30140.68555,34370.4375,30097.82813,33086.23438,33086.23438,38363572311
10/24/23,33077.30469,35150.43359,32880.76172,33901.52734,33901.52734,44934999645
10/25/23,33916.04297,35133.75781,33709.10938,34502.82031,34502.82031,25254318008
10/26/23,34504.28906,34832.91016,33762.32422,34156.64844,34156.64844,19427195376
10/27/23,34156.5,34238.21094,33416.88672,33909.80078,33909.80078,16418032871
10/28/23,33907.72266,34399.39063,33874.80469,34089.57422,34089.57422,10160330825
10/29/23,34089.37109,34743.26172,33947.56641,34538.48047,34538.48047,11160323986
10/30/23,34531.74219,34843.93359,34110.97266,34502.36328,34502.36328,17184860315
10/31/23,34500.07813,34719.25391,34083.30859,34667.78125,34667.78125,15758270810
11/1/23,34657.27344,35527.92969,34170.69141,35437.25391,35437.25391,22446272005
11/2/23,35441.57813,35919.84375,34401.57422,34938.24219,34938.24219,20998158544
11/3/23,34942.47266,34942.47266,34133.44141,34732.32422,34732.32422,17158456701
11/4/23,34736.32422,35256.03125,34616.69141,35082.19531,35082.19531,9561294264
11/5/23,35090.01172,35340.33984,34594.24219,35049.35547,35049.35547,12412743996
11/6/23,35044.78906,35286.02734,34765.36328,35037.37109,35037.37109,12693436420
11/7/23,35047.79297,35892.41797,34545.81641,35443.5625,35443.5625,18834737789
11/8/23,35419.47656,35994.41797,35147.80078,35655.27734,35655.27734,17295394918
11/9/23,35633.63281,37926.25781,35592.10156,36693.125,36693.125,37762672382
11/10/23,36702.25,37493.80078,36362.75391,37313.96875,37313.96875,22711265155
11/11/23,37310.07031,37407.09375,36773.66797,37138.05078,37138.05078,13924272142
11/12/23,37133.99219,37227.69141,36779.11719,37054.51953,37054.51953,11545715999
11/13/23,37070.30469,37405.11719,36399.60547,36502.35547,36502.35547,19057712790
11/14/23,36491.78906,36753.35156,34948.5,35537.64063,35537.64063,23857403554
11/15/23,35548.11328,37964.89453,35383.78125,37880.58203,37880.58203,27365821679
11/16/23,37879.98047,37934.625,35545.47266,36154.76953,36154.76953,26007385366
11/17/23,36164.82422,36704.48438,35901.23438,36596.68359,36596.68359,22445028430
11/18/23,36625.37109,36839.28125,36233.3125,36585.70313,36585.70313,11886022717
11/19/23,36585.76563,37509.35547,36414.59766,37386.54688,37386.54688,12915986553
11/20/23,37374.07422,37756.82031,36882.53125,37476.95703,37476.95703,20888209068
11/21/23,37469.16016,37631.14063,35813.8125,35813.8125,35813.8125,25172163756
11/22/23,35756.55469,37856.98047,35670.97266,37432.33984,37432.33984,24397247860
11/23/23,37420.43359,37643.91797,36923.86328,37289.62109,37289.62109,14214948217
11/24/23,37296.31641,38415.33984,37261.60547,37720.28125,37720.28125,22922957823
11/25/23,37721.41406,37892.42969,37617.41797,37796.79297,37796.79297,9099571165
11/26/23,37796.82813,37820.30078,37162.75,37479.12109,37479.12109,13744796068
11/27/23,37454.19141,37559.35547,36750.12891,37254.16797,37254.16797,19002925720
11/28/23,37247.99219,38368.48047,36891.08984,37831.08594,37831.08594,21696137014
11/29/23,37826.10547,38366.11328,37612.63281,37858.49219,37858.49219,20728546658
11/30/23,37861.11719,38141.75391,37531.14063,37712.74609,37712.74609,18115982627
12/1/23,37718.00781,38954.10938,37629.35938,38688.75,38688.75,23512784002
12/2/23,38689.27734,39678.9375,38652.59375,39476.33203,39476.33203,15534035612
12/3/23,39472.20703,40135.60547,39298.16406,39978.39063,39978.39063,15769696322
12/4/23,39978.62891,42371.75,39978.62891,41980.09766,41980.09766,39856129827
12/5/23,41986.26563,44408.66406,41421.14844,44080.64844,44080.64844,36312154535
12/6/23,44080.02344,44265.76953,43478.08203,43746.44531,43746.44531,29909761586
12/7/23,43769.13281,44042.58984,42880.64844,43292.66406,43292.66406,27635760671
12/8/23,43293.13672,44705.51563,43125.29688,44166.60156,44166.60156,24421116687
12/9/23,44180.01953,44361.25781,43627.59766,43725.98438,43725.98438,17368210171
